-119.0153001057558,39.7819578087468
-119.0153433144071,39.78195796076236
-119.0154080672478,39.78193611688925
-119.0154290071467,39.781893409981
-119.0155787539681,39.78174306089199
-119.015643532805,39.78172211737253
-119.0156222428632,39.78159275178981
-119.015601235334,39.78159311595748
-119.0155790607194,39.78159350035254
-119.0155795031195,39.78152862535735
-119.0156226173773,39.78148553402222
-119.0155580777691,39.78131457420433
-119.0155148695242,39.78131442225954
-119.0154938358052,39.78131388592611
-119.0154714995136,39.78122868426485
-119.0154072576287,39.78122799593681
-119.0153221961726,39.78131415820577
-119.015321727252,39.78137813272799
-119.0153008813456,39.78146408287655
-119.0153004386809,39.78152895787735
-119.0153005063295,39.78157130065495
-119.0153215401272,39.78157183702164
-119.0153651911388,39.78150711403555
-119.0153860369752,39.7814211638776
-119.015493555118,39.78146434695608
-119.0154936491569,39.78150759021098
-119.0154720788501,39.78152868561762
-119.0154506025445,39.78159302427542
-119.0154284956567,39.78163575141697
-119.0153222383002,39.78163579131257
-119.015300063668,39.78163617565463
-119.0152792853106,39.78176446857461
-119.0153003191673,39.78176500494379
-119.015364629249,39.78180803609456
-119.0153214883609,39.78185022686014
-119.0152579965626,39.78191529371151
-119.0152785352531,39.78197890412049
-119.0153001057558,39.7819578087468
