-119.0127039664203,39.7859921171144
-119.0127249753275,39.78599175344077
-119.0128755253617,39.7859486051801
-119.0128760889256,39.78592787392616
-119.012918040395,39.78588480373144
-119.0129395202552,39.78582046550314
-119.0130042111434,39.78575628010361
-119.0130903553317,39.78562685593604
-119.0131759882222,39.78551996392445
-119.0133472269699,39.78530527924396
-119.0133903449234,39.78526218867925
-119.0134544048738,39.78517639151986
-119.0135625899299,39.78496189745274
-119.0136690701186,39.78476905524206
-119.0136047582144,39.78472602321101
-119.0135406059451,39.78476857718493
-119.013519756955,39.78485452703991
-119.0135192198309,39.78487615877619
-119.0134982779046,39.7849188653666
-119.0134115719185,39.78506902107005
-119.0132186953142,39.78526245807108
-119.0130905745075,39.78543405211124
-119.0130690948949,39.78549839036563
-119.0129618232152,39.78558403449082
-119.0128965951261,39.78566985160093
-119.0128326265225,39.78579889173639
-119.0127895741105,39.78588432488998
-119.0127254465113,39.78592777892151
-119.0127039664203,39.7859921171144
