> flt.1
-118.993831244	39.7731713516	
-118.993326	39.7733713078	
-118.992667509	39.7736830706	
-118.992115257	39.7738213189	
-118.991497277	39.7739950304	
-118.990680874	39.7742322327	
-118.990008278	39.774441211	
-118.989420185	39.7744942184	
-118.988720402	39.7745319687	
-118.988242513	39.7745487436	
-118.987797872	39.7745810804	
> flt.2
-118.993844449	39.7731434774	
-118.993860917	39.7731257508	
-118.993870804	39.7731130852	
-118.993874107	39.7731054833	
-118.993883992	39.7730928186	
-118.993887289	39.773087752	
-118.993893884	39.7730776177	
-118.993897182	39.7730700222	
-118.993903751	39.7730675084	
-118.993907055	39.7730573766	
-118.993923524	39.7730396492	
-118.993926832	39.7730295111	
-118.993930124	39.7730269806	
-118.993933432	39.7730168425	
-118.993936724	39.7730143111	
-118.993940027	39.7730067082	
-118.99394662	39.7729965749	
-118.993949925	39.7729864432	
-118.993953217	39.7729839127	
-118.99395652	39.7729763099	
-118.993966405	39.7729636452	
-118.993969713	39.7729535071	
-118.993976308	39.7729433738	
-118.993979616	39.7729332357	
-118.993982908	39.7729307043	
-118.993986211	39.7729231023	
-118.993992804	39.7729129681	
-118.993996112	39.77290283	
-118.994002691	39.7729003034	
-118.994005992	39.7728927015	
-118.994009295	39.7728850987	
-118.994019181	39.772872434	
-118.99402249	39.7728622958	
-118.994025782	39.7728597644	
-118.99402909	39.7728496263	
-118.994035683	39.772839493	
-118.994039004	39.7728242844	
-118.994058752	39.7728090961	
-118.994078501	39.7727939086	
-118.994081804	39.7727863067	
-118.994085096	39.7727837753	
-118.994088404	39.7727736372	
-118.994091695	39.7727711058	
-118.994095012	39.7727533746	
-118.994101597	39.7727432541	
-118.994104894	39.7727381874	
-118.994111489	39.7727280532	
-118.994114792	39.7727204512	
-118.994124677	39.7727077865	
-118.994127985	39.7726976484	
-118.994134575	39.7726875215	
-118.994137878	39.7726799186	
-118.994144473	39.7726697853	
-118.994147781	39.7726596472	
-118.994154374	39.7726495139	
-118.994154419	39.772629229	
-118.994157727	39.7726190909	
-118.994164306	39.7726165643	
-118.994167619	39.7726038909	
-118.994170911	39.7726013595	
-118.994174238	39.7725810858	
-118.994177568	39.7725608057	
-118.994180898	39.7725405256	
-118.994184218	39.772525316	
-118.994187521	39.7725177141	
-118.994190851	39.772497434	
-118.994184301	39.7724872824	
-118.994187633	39.7724670023	
-118.994190941	39.7724568642	
-118.994194228	39.7724543401	
-118.994197558	39.77243406	
-118.994197603	39.7724137751	
-118.994200929	39.7723960303	
-118.994207522	39.772385897	
-118.994210836	39.7723732236	
-118.994214139	39.7723656207	
-118.994217465	39.772345347	
-118.99421751	39.772325063	
-118.994217555	39.7723047781	
-118.9942176	39.7722844932	
-118.99421764	39.7722642156	
-118.994217677	39.7722439444	
-118.994220992	39.7722287412	
-118.994224284	39.7722262098	
-118.994227592	39.7722160726	
-118.994230884	39.7722135412	
-118.994234214	39.7721932611	
-118.994230951	39.7721831144	
-118.994227682	39.7721755029	
-118.994231007	39.7721577589	
-118.9942376	39.7721476247	
-118.994240931	39.7721273446	
-118.99423769	39.7721070558	
-118.994241021	39.7720867757	
-118.994244324	39.7720791729	
-118.994247654	39.7720588928	
-118.994247699	39.7720386088	
-118.99424443	39.7720309973	
-118.994244474	39.7720107133	
-118.994247805	39.7719904332	
-118.994251124	39.7719752237	
-118.994251996	39.7719738843	
-118.994257719	39.7719650903	
-118.994261033	39.7719524169	
-118.994264323	39.7719498856	
-118.994267644	39.771934676	
-118.994270935	39.7719321455	
-118.994274259	39.7719144007	
-118.994277562	39.7719067978	
-118.994280893	39.7718865177	
-118.994284196	39.7718789158	
-118.994294081	39.7718662502	
-118.994297384	39.7718586482	
-118.99431056	39.7718434521	
-118.994313891	39.771823172	
-118.994317182	39.7718206406	
-118.994320514	39.7718003605	
-118.994323844	39.7717800804	
-118.994323889	39.7717597955	
-118.994330483	39.7717496622	
-118.994333786	39.7717420593	
-118.994337088	39.7717344574	
-118.994340419	39.7717141773	
-118.994347004	39.7717040567	
-118.994350312	39.7716939186	
-118.994366781	39.7716761911	
-118.994383249	39.7716584635	
-118.994389826	39.7716559369	
-118.994393124	39.7716508702	
-118.994412872	39.7716356819	
-118.994416181	39.7716255446	
-118.994432649	39.7716078171	
-118.99443594	39.7716052857	
