-118.99883	39.79998	T1  
-118.99878	39.80110	T10 
-118.99847	39.80169	T11 
-119.00173	39.80856	T114
-119.00127	39.80900	T115
-119.00085	39.80950	T116
-119.00050	39.81000	T117
-118.99988	39.81047	T118
-118.99959	39.81104	T119
-118.99796	39.80184	T12 
-118.99910	39.81149	T120
-119.01072	39.80090	T121
-119.01028	39.80137	T122
-119.00980	39.80188	T123
-119.00936	39.80236	T124
-119.00891	39.80284	T125
-119.00845	39.80335	T126
-119.00800	39.80382	T127
-119.00758	39.80429	T128
-119.00705	39.80486	T129
-118.99751	39.80239	T13 
-119.00661	39.80534	T130
-119.00616	39.80582	T131
-119.00572	39.80629	T132
-119.00524	39.80680	T133
-119.00482	39.80725	T134
-119.00435	39.80775	T135
-119.00388	39.80826	T136
-119.00345	39.80873	T137
-119.00298	39.80924	T138
-119.00255	39.80970	T139
-118.99298	39.81092	T14 
-119.00208	39.81021	T140
-119.00164	39.81069	T141
-119.00117	39.81116	T142
-119.00074	39.81163	T143
-119.00013	39.81231	T144
-119.01229	39.80173	T145
-119.01179	39.80227	T146
-119.01136	39.80274	T147
-119.01093	39.80321	T148
-119.01044	39.80374	T149
-118.99426	39.81191	T15 
-119.00999	39.80421	T150
-119.00953	39.80472	T151
-119.00909	39.80520	T152
-119.00864	39.80568	T153
-119.00820	39.80617	T154
-119.00776	39.80663	T155
-119.00729	39.80715	T156
-119.00683	39.80764	T157
-119.00636	39.80814	T158
-119.00584	39.80869	T159
-118.99464	39.81211	T16 
-119.00546	39.80911	T160
-119.00502	39.80958	T161
-119.00452	39.81012	T162
-119.00407	39.81060	T163
-119.00364	39.81108	T164
-119.00321	39.81154	T165
-119.00274	39.81204	T166
-119.00228	39.81253	T167
-119.00182	39.81303	T168
-119.01315	39.80220	T169
-118.99501	39.81248	T17 
-119.01278	39.80274	T170
-119.01230	39.80330	T171
-119.01190	39.80380	T172
-119.01151	39.80433	T173
-119.01114	39.80483	T174
-119.01076	39.80528	T175
-119.01033	39.80583	T176
-119.00997	39.80633	T177
-119.00954	39.80689	T178
-119.00914	39.80741	T179
-118.99551	39.81299	T18 
-119.00872	39.80797	T180
-119.00832	39.80850	T181
-119.00793	39.80902	T182
-119.00749	39.80960	T183
-119.00707	39.81013	T184
-119.00674	39.81058	T185
-119.00634	39.81112	T186
-119.00591	39.81168	T187
-119.00550	39.81219	T188
-119.00509	39.81274	T189
-118.99609	39.81323	T19 
-119.00462	39.81329	T190
-119.00428	39.81374	T191
-119.00389	39.81424	T192
-119.00625	39.79674	T193
-119.00774	39.79697	T194
-119.00858	39.79702	T195
-119.00888	39.79728	T196
-119.00943	39.79793	T197
-119.00983	39.79817	T198
-119.01031	39.79834	T199
-118.99846	39.80029	T2  
-118.99657	39.81350	T20 
-119.01079	39.79858	T200
-119.01114	39.79885	T201
-119.01189	39.79927	T202
-119.01208	39.79944	T203
-119.01369	39.80023	T204
-118.99352	39.81034	T205
-118.99489	39.81114	T206
-118.99539	39.81142	T207
-118.99585	39.81167	T208
-118.99644	39.81202	T209
-118.99701	39.81377	T21 
-118.99680	39.81222	T210
-118.99722	39.81250	T211
-118.99779	39.81282	T212
-118.99828	39.81310	T213
-118.99870	39.81332	T214
-118.99897	39.81353	T215
-119.00056	39.81436	T216
-118.99746	39.81405	T22 
-118.99783	39.81427	T23 
-118.99791	39.81458	T24 
-119.00551	39.79751	T25 
-119.00415	39.79851	T26 
-119.00386	39.79876	T27 
-119.00339	39.79915	T28 
-119.00269	39.79958	T29 
-118.99808	39.80061	T3  
-119.00175	39.79977	T30 
-119.00147	39.80040	T31 
-119.00131	39.80099	T32 
-119.00137	39.80180	T33 
-119.00090	39.80223	T34 
-119.00041	39.80288	T35 
-119.00022	39.80311	T36 
-118.99956	39.80374	T37 
-118.99906	39.80415	T38 
-118.99875	39.80467	T39 
-118.99772	39.80087	T4  
-118.99826	39.80519	T40 
-118.99774	39.80573	T41 
-118.99733	39.80621	T42 
-118.99689	39.80675	T43 
-118.99650	39.80718	T44 
-118.99600	39.80761	T45 
-118.99559	39.80811	T46 
-118.99513	39.80848	T47 
-118.99538	39.80904	T48 
-119.00645	39.79866	T49 
-118.99733	39.80140	T5  
-119.00594	39.79911	T50 
-119.00556	39.79966	T51 
-119.00523	39.80012	T52 
-119.00468	39.80062	T53 
-119.00411	39.80104	T54 
-119.00366	39.80153	T55 
-119.00326	39.80201	T56 
-119.00275	39.80249	T57 
-119.00232	39.80301	T58 
-119.00176	39.80361	T59 
-119.00119	39.79955	T6  
-119.00139	39.80398	T60 
-119.00095	39.80449	T61 
-119.00047	39.80491	T62 
-119.00001	39.80550	T63 
-118.99963	39.80590	T64 
-118.99913	39.80644	T65 
-118.99871	39.80693	T66 
-118.99822	39.80740	T67 
-118.99780	39.80788	T68 
-118.99734	39.80838	T69 
-119.00076	39.80001	T7  
-118.99692	39.80887	T70 
-118.99647	39.80933	T71 
-118.99598	39.80982	T72 
-119.00647	39.80085	T76 
-119.00596	39.80135	T77 
-119.00556	39.80183	T78 
-119.00526	39.80219	T79 
-119.00028	39.80048	T8  
-119.00461	39.80283	T80 
-119.00413	39.80329	T81 
-119.00371	39.80375	T82 
-119.00316	39.80433	T83 
-119.00276	39.80476	T84 
-119.00235	39.80522	T85 
-119.00186	39.80569	T86 
-119.00121	39.80634	T87 
-119.00115	39.80694	T88 
-119.00077	39.80733	T89 
-118.99978	39.80095	T9  
-119.00043	39.80771	T90 
-118.99987	39.80831	T91 
-118.99933	39.80885	T92 
-118.99893	39.80926	T93 
-118.99841	39.80980	T94 
-118.99803	39.81021	T95 
-118.99755	39.81073	T96 
