Time_s,X,Y,Z,Pressure_Pa
3.0,0.325,0.05,0.325,-1797.7765400194971
3.0,0.375,0.05,0.325,-1936.772668589103
3.0,0.425,0.05,0.325,-2093.930108255569
3.0,0.47500002,0.05,0.325,-2268.584455563389
3.0,0.525,0.05,0.325,-2459.997397159258
3.0,0.57500005,0.05,0.325,-2667.3603087256047
3.0,0.625,0.05,0.325,-2889.7983352062106
3.0,0.67499995,0.05,0.325,-3126.3748211798866
3.0,0.725,0.05,0.325,-3376.0957371252025
3.0,0.77500004,0.05,0.325,-3637.913220055042
3.0,0.825,0.05,0.325,-3910.7260838895554
3.0,0.875,0.05,0.325,-4193.372095449754
3.0,0.92499995,0.05,0.325,-4484.599373353622
3.0,0.97499996,0.05,0.325,-4782.986140839652
3.0,0.025,0.05,0.37500003,-1372.4057893784193
3.0,0.075,0.05,0.37500003,-1392.9485040288828
3.0,0.125,0.05,0.37500003,-1433.947485316609
3.0,0.17500001,0.05,0.37500003,-1495.2301302606884
3.0,0.22500001,0.05,0.37500003,-1576.5382777895074
3.0,0.275,0.05,0.37500003,-1677.5291316730286
3.0,0.325,0.05,0.37500003,-1797.7765400194971
3.0,0.375,0.05,0.37500003,-1936.772668589103
3.0,0.425,0.05,0.37500003,-2093.930108255569
3.0,0.47500002,0.05,0.37500003,-2268.584455563389
3.0,0.525,0.05,0.37500003,-2459.9973971592585
3.0,0.57500005,0.05,0.37500003,-2667.360308725605
3.0,0.625,0.05,0.37500003,-2889.7983352062106
3.0,0.67499995,0.05,0.37500003,-3126.3748211798866
3.0,0.725,0.05,0.37500003,-3376.0957371252025
3.0,0.77500004,0.05,0.37500003,-3637.913220055042
3.0,0.825,0.05,0.37500003,-3910.7260838895554
3.0,0.875,0.05,0.37500003,-4193.372095449754
3.0,0.92499995,0.05,0.37500003,-4484.599373353622
3.0,0.97499996,0.05,0.37500003,-4782.986140839652
3.0,0.025,0.05,0.425,-1372.4057893784193
3.0,0.075,0.05,0.425,-1392.9485040288828
3.0,0.125,0.05,0.425,-1433.9474853166093
3.0,0.17500001,0.05,0.425,-1495.2301302606884
3.0,0.22500001,0.05,0.425,-1576.5382777895074
3.0,0.275,0.05,0.425,-1677.5291316730286
3.0,0.325,0.05,0.425,-1797.7765400194971
3.0,0.375,0.05,0.425,-1936.7726685891034
3.0,0.425,0.05,0.425,-2093.930108255569
3.0,0.47500002,0.05,0.425,-2268.584455563389
3.0,0.525,0.05,0.425,-2459.9973971592585
3.0,0.57500005,0.05,0.425,-2667.360308725605
3.0,0.625,0.05,0.425,-2889.7983352062106
3.0,0.67499995,0.05,0.425,-3126.3748211798866
3.0,0.725,0.05,0.425,-3376.0957371252025
3.0,0.77500004,0.05,0.425,-3637.913220055042
3.0,0.825,0.05,0.425,-3910.7260838895554
3.0,0.875,0.05,0.425,-4193.372095449754
3.0,0.92499995,0.05,0.425,-4484.599373353622
3.0,0.97499996,0.05,0.425,-4782.986140839652
3.0,0.025,0.05,0.475,-1372.4057893784193
3.0,0.075,0.05,0.475,-1392.9485040288828
3.0,0.125,0.05,0.475,-1433.9474853166093
3.0,0.17500001,0.05,0.475,-1495.230130260688
3.0,0.22500001,0.05,0.475,-1576.5382777895074
3.0,0.275,0.05,0.475,-1677.5291316730286
3.0,0.325,0.05,0.475,-1797.7765400194971
3.0,0.375,0.05,0.475,-1936.772668589103
3.0,0.425,0.05,0.475,-2093.930108255569
3.0,0.47500002,0.05,0.475,-2268.584455563389
3.0,0.525,0.05,0.475,-2459.997397159258
3.0,0.57500005,0.05,0.475,-2667.360308725605
3.0,0.625,0.05,0.475,-2889.7983352062106
3.0,0.67499995,0.05,0.475,-3126.3748211798866
3.0,0.725,0.05,0.475,-3376.0957371252025
3.0,0.77500004,0.05,0.475,-3637.913220055042
3.0,0.825,0.05,0.475,-3910.7260838895554
3.0,0.875,0.05,0.475,-4193.372095449754
3.0,0.92499995,0.05,0.475,-4484.599373353622
3.0,0.97499996,0.05,0.475,-4782.986140839652
3.0,0.025,0.05,0.525,-1372.4057893784193
3.0,0.075,0.05,0.525,-1392.9485040288828
3.0,0.125,0.05,0.525,-1433.947485316609
3.0,0.17500001,0.05,0.525,-1495.230130260688
3.0,0.22500001,0.05,0.525,-1576.5382777895074
3.0,0.275,0.05,0.525,-1677.5291316730286
3.0,0.325,0.05,0.525,-1797.7765400194971
3.0,0.375,0.05,0.525,-1936.7726685891034
3.0,0.425,0.05,0.525,-2093.930108255569
3.0,0.47500002,0.05,0.525,-2268.584455563389
3.0,0.525,0.05,0.525,-2459.9973971592585
3.0,0.57500005,0.05,0.525,-2667.3603087256047
3.0,0.625,0.05,0.525,-2889.7983352062106
3.0,0.67499995,0.05,0.525,-3126.3748211798866
3.0,0.725,0.05,0.525,-3376.0957371252025
3.0,0.77500004,0.05,0.525,-3637.913220055042
3.0,0.825,0.05,0.525,-3910.7260838895554
3.0,0.875,0.05,0.525,-4193.372095449754
3.0,0.92499995,0.05,0.525,-4484.599373353622
3.0,0.97499996,0.05,0.525,-4782.986140839652
3.0,0.025,0.05,0.575,-1372.4057893784193
3.0,0.075,0.05,0.575,-1392.9485040288828
3.0,0.125,0.05,0.575,-1433.947485316609
3.0,0.17500001,0.05,0.575,-1495.2301302606884
3.0,0.22500001,0.05,0.575,-1576.5382777895074
3.0,0.275,0.05,0.575,-1677.5291316730286
3.0,0.325,0.05,0.575,-1797.7765400194971
3.0,0.375,0.05,0.575,-1936.772668589103
3.0,0.425,0.05,0.575,-2093.930108255569
3.0,0.47500002,0.05,0.575,-2268.584455563389
3.0,0.525,0.05,0.575,-2459.9973971592585
3.0,0.57500005,0.05,0.575,-2667.360308725605
3.0,0.625,0.05,0.575,-2889.79833520621
3.0,0.67499995,0.05,0.575,-3126.3748211798866
3.0,0.725,0.05,0.575,-3376.0957371252025
3.0,0.77500004,0.05,0.575,-3637.913220055042
3.0,0.825,0.05,0.575,-3910.7260838895554
3.0,0.875,0.05,0.575,-4193.372095449754
3.0,0.92499995,0.05,0.575,-4484.599373353622
3.0,0.97499996,0.05,0.575,-4782.986140839652
3.0,0.025,0.05,0.62500006,-1372.4057893784193
3.0,0.075,0.05,0.62500006,-1392.9485040288828
3.0,0.125,0.05,0.62500006,-1433.947485316609
3.0,0.17500001,0.05,0.62500006,-1495.2301302606884
3.0,0.22500001,0.05,0.62500006,-1576.5382777895074
3.0,0.275,0.05,0.62500006,-1677.5291316730286
3.0,0.325,0.05,0.62500006,-1797.7765400194971
3.0,0.375,0.05,0.62500006,-1936.772668589103
3.0,0.425,0.05,0.62500006,-2093.930108255569
3.0,0.47500002,0.05,0.62500006,-2268.584455563389
3.0,0.525,0.05,0.62500006,-2459.9973971592585
3.0,0.57500005,0.05,0.62500006,-2667.3603087256047
3.0,0.625,0.05,0.62500006,-2889.7983352062106
3.0,0.67499995,0.05,0.62500006,-3126.3748211798866
3.0,0.725,0.05,0.62500006,-3376.0957371252025
3.0,0.77500004,0.05,0.62500006,-3637.913220055042
3.0,0.825,0.05,0.62500006,-3910.7260838895554
3.0,0.875,0.05,0.62500006,-4193.372095449754
3.0,0.92499995,0.05,0.62500006,-4484.599373353622
3.0,0.97499996,0.05,0.62500006,-4782.986140839652
3.0,0.025,0.05,0.67499995,-1372.4057893784193
3.0,0.075,0.05,0.67499995,-1392.9485040288828
3.0,0.125,0.05,0.67499995,-1433.9474853166093
3.0,0.17500001,0.05,0.67499995,-1495.2301302606884
3.0,0.22500001,0.05,0.67499995,-1576.5382777895074
3.0,0.275,0.05,0.67499995,-1677.5291316730286
3.0,0.325,0.05,0.67499995,-1797.7765400194971
3.0,0.375,0.05,0.67499995,-1936.772668589103
3.0,0.425,0.05,0.67499995,-2093.930108255569
3.0,0.47500002,0.05,0.67499995,-2268.584455563389
3.0,0.525,0.05,0.67499995,-2459.9973971592585
3.0,0.57500005,0.05,0.67499995,-2667.360308725605
3.0,0.625,0.05,0.67499995,-2889.7983352062106
3.0,0.67499995,0.05,0.67499995,-3126.3748211798866
3.0,0.725,0.05,0.67499995,-3376.0957371252025
3.0,0.77500004,0.05,0.67499995,-3637.913220055042
3.0,0.825,0.05,0.67499995,-3910.726083889556
3.0,0.875,0.05,0.67499995,-4193.372095449754
3.0,0.92499995,0.05,0.67499995,-4484.599373353622
3.0,0.97499996,0.05,0.67499995,-4782.986140839652
3.0,0.025,0.05,0.725,-1372.4057893784193
3.0,0.075,0.05,0.725,-1392.9485040288832
3.0,0.125,0.05,0.725,-1433.9474853166093
3.0,0.17500001,0.05,0.725,-1495.2301302606884
3.0,0.22500001,0.05,0.725,-1576.5382777895074
3.0,0.275,0.05,0.725,-1677.529131673029
3.0,0.325,0.05,0.725,-1797.7765400194971
3.0,0.375,0.05,0.725,-1936.7726685891034
3.0,0.425,0.05,0.725,-2093.930108255569
3.0,0.47500002,0.05,0.725,-2268.584455563389
3.0,0.525,0.05,0.725,-2459.9973971592585
3.0,0.57500005,0.05,0.725,-2667.360308725605
3.0,0.625,0.05,0.725,-2889.7983352062106
3.0,0.67499995,0.05,0.725,-3126.3748211798866
3.0,0.725,0.05,0.725,-3376.0957371252025
3.0,0.77500004,0.05,0.725,-3637.913220055042
3.0,0.825,0.05,0.725,-3910.7260838895554
3.0,0.875,0.05,0.725,-4193.372095449754
3.0,0.92499995,0.05,0.725,-4484.599373353622
3.0,0.97499996,0.05,0.725,-4782.986140839652
3.0,0.025,0.05,0.77500004,-1372.4057893784193
3.0,0.075,0.05,0.77500004,-1392.9485040288828
3.0,0.125,0.05,0.77500004,-1433.9474853166093
3.0,0.17500001,0.05,0.77500004,-1495.2301302606884
3.0,0.22500001,0.05,0.77500004,-1576.5382777895074
3.0,0.275,0.05,0.77500004,-1677.5291316730286
3.0,0.325,0.05,0.77500004,-1797.7765400194971
3.0,0.375,0.05,0.77500004,-1936.772668589103
3.0,0.425,0.05,0.77500004,-2093.930108255569
3.0,0.47500002,0.05,0.77500004,-2268.584455563389
3.0,0.525,0.05,0.77500004,-2459.9973971592585
3.0,0.57500005,0.05,0.77500004,-2667.360308725605
3.0,0.625,0.05,0.77500004,-2889.79833520621
3.0,0.67499995,0.05,0.77500004,-3126.3748211798866
3.0,0.725,0.05,0.77500004,-3376.0957371252025
3.0,0.77500004,0.05,0.77500004,-3637.913220055042
3.0,0.825,0.05,0.77500004,-3910.7260838895554
3.0,0.875,0.05,0.77500004,-4193.372095449754
3.0,0.92499995,0.05,0.77500004,-4484.599373353622
3.0,0.97499996,0.05,0.77500004,-4782.986140839652
3.0,0.025,0.05,0.825,-1372.4057893784193
3.0,0.075,0.05,0.825,-1392.9485040288828
3.0,0.125,0.05,0.825,-1433.9474853166093
3.0,0.17500001,0.05,0.825,-1495.2301302606884
3.0,0.22500001,0.05,0.825,-1576.5382777895074
3.0,0.275,0.05,0.825,-1677.5291316730286
3.0,0.325,0.05,0.825,-1797.7765400194971
3.0,0.375,0.05,0.825,-1936.772668589103
3.0,0.425,0.05,0.825,-2093.930108255569
3.0,0.47500002,0.05,0.825,-2268.5844555633894
3.0,0.525,0.05,0.825,-2459.9973971592585
3.0,0.57500005,0.05,0.825,-2667.360308725605
3.0,0.625,0.05,0.825,-2889.7983352062106
3.0,0.67499995,0.05,0.825,-3126.3748211798866
3.0,0.725,0.05,0.825,-3376.0957371252025
3.0,0.77500004,0.05,0.825,-3637.913220055042
3.0,0.825,0.05,0.825,-3910.7260838895554
3.0,0.875,0.05,0.825,-4193.372095449754
3.0,0.92499995,0.05,0.825,-4484.599373353622
3.0,0.97499996,0.05,0.825,-4782.986140839652
3.0,0.025,0.05,0.87500006,-1372.4057893784193
3.0,0.075,0.05,0.87500006,-1392.9485040288828
3.0,0.125,0.05,0.87500006,-1433.947485316609
3.0,0.17500001,0.05,0.87500006,-1495.2301302606884
3.0,0.22500001,0.05,0.87500006,-1576.5382777895074
3.0,0.275,0.05,0.87500006,-1677.5291316730286
3.0,0.325,0.05,0.87500006,-1797.7765400194971
3.0,0.375,0.05,0.87500006,-1936.772668589103
3.0,0.425,0.05,0.87500006,-2093.930108255569
3.0,0.47500002,0.05,0.87500006,-2268.5844555633894
3.0,0.525,0.05,0.87500006,-2459.9973971592585
3.0,0.57500005,0.05,0.87500006,-2667.3603087256047
3.0,0.625,0.05,0.87500006,-2889.7983352062106
3.0,0.67499995,0.05,0.87500006,-3126.3748211798866
3.0,0.725,0.05,0.87500006,-3376.0957371252025
3.0,0.77500004,0.05,0.87500006,-3637.913220055042
3.0,0.825,0.05,0.87500006,-3910.7260838895554
3.0,0.875,0.05,0.87500006,-4193.372095449754
3.0,0.92499995,0.05,0.87500006,-4484.599373353622
3.0,0.97499996,0.05,0.87500006,-4782.986140839652
3.0,0.025,0.05,0.9249999,-1372.4057893784193
3.0,0.075,0.05,0.9249999,-1392.9485040288828
3.0,0.125,0.05,0.9249999,-1433.947485316609
3.0,0.17500001,0.05,0.9249999,-1495.2301302606884
3.0,0.22500001,0.05,0.9249999,-1576.5382777895074
3.0,0.275,0.05,0.9249999,-1677.5291316730286
3.0,0.325,0.05,0.9249999,-1797.7765400194971
3.0,0.375,0.05,0.9249999,-1936.772668589103
3.0,0.425,0.05,0.9249999,-2093.930108255569
3.0,0.47500002,0.05,0.9249999,-2268.584455563389
3.0,0.525,0.05,0.9249999,-2459.9973971592585
3.0,0.57500005,0.05,0.9249999,-2667.360308725605
3.0,0.625,0.05,0.9249999,-2889.7983352062106
3.0,0.67499995,0.05,0.9249999,-3126.3748211798866
3.0,0.725,0.05,0.9249999,-3376.0957371252025
3.0,0.77500004,0.05,0.9249999,-3637.913220055042
3.0,0.825,0.05,0.9249999,-3910.7260838895554
3.0,0.875,0.05,0.9249999,-4193.372095449754
3.0,0.92499995,0.05,0.9249999,-4484.599373353622
3.0,0.97499996,0.05,0.9249999,-4782.986140839652
3.0,0.025,0.05,0.975,-1372.4057893784193
3.0,0.075,0.05,0.975,-1392.9485040288828
3.0,0.125,0.05,0.975,-1433.947485316609
3.0,0.17500001,0.05,0.975,-1495.2301302606884
3.0,0.22500001,0.05,0.975,-1576.5382777895074
3.0,0.275,0.05,0.975,-1677.5291316730286
3.0,0.325,0.05,0.975,-1797.7765400194971
3.0,0.375,0.05,0.975,-1936.772668589103
3.0,0.425,0.05,0.975,-2093.930108255569
3.0,0.47500002,0.05,0.975,-2268.5844555633894
3.0,0.525,0.05,0.975,-2459.9973971592585
3.0,0.57500005,0.05,0.975,-2667.360308725605
3.0,0.625,0.05,0.975,-2889.7983352062106
3.0,0.67499995,0.05,0.975,-3126.3748211798866
3.0,0.725,0.05,0.975,-3376.0957371252025
3.0,0.77500004,0.05,0.975,-3637.913220055042
3.0,0.825,0.05,0.975,-3910.7260838895554
3.0,0.875,0.05,0.975,-4193.372095449754
3.0,0.92499995,0.05,0.975,-4484.599373353622
3.0,0.97499996,0.05,0.975,-4782.986140839652
3.5,0.025,0.05,0.025,-1739.3988402985174
3.5,0.075,0.05,0.025,-1757.9888148041791
3.5,0.125,0.05,0.025,-1795.0880180891022
3.5,0.17500001,0.05,0.025,-1850.535091335832
3.5,0.22500001,0.05,0.025,-1924.0883257951632
3.5,0.275,0.05,0.025,-2015.4260550300755
3.5,0.325,0.05,0.025,-2124.1471785484064
3.5,0.375,0.05,0.025,-2249.771828599742
3.5,0.425,0.05,0.025,-2391.7422077501205
3.5,0.47500002,0.05,0.025,-2549.4236474308714
3.5,0.525,0.05,0.025,-2722.1059661642016
3.5,0.57500005,0.05,0.025,-2909.005237878204
3.5,0.625,0.05,0.025,-3109.266111185263
3.5,0.67499995,0.05,0.025,-3321.96484446284
3.5,0.725,0.05,0.025,-3546.113231318416
3.5,0.77500004,0.05,0.025,-3780.663580581222
3.5,0.825,0.05,0.025,-4024.514879156598
3.5,0.875,0.05,0.025,-4276.520203270361
3.5,0.92499995,0.05,0.025,-4535.495357767027
3.5,0.97499996,0.05,0.025,-4800.228621913442
3.5,0.025,0.05,0.075,-1739.3988402985174
3.5,0.075,0.05,0.075,-1757.9888148041791
3.5,0.125,0.05,0.075,-1795.0880180891022
3.5,0.17500001,0.05,0.075,-1850.535091335832
3.5,0.22500001,0.05,0.075,-1924.0883257951627
3.5,0.275,0.05,0.075,-2015.4260550300755
3.5,0.325,0.05,0.075,-2124.147178548407
3.5,0.375,0.05,0.075,-2249.771828599742
3.5,0.425,0.05,0.075,-2391.7422077501205
3.5,0.47500002,0.05,0.075,-2549.4236474308714
3.5,0.525,0.05,0.075,-2722.1059661642016
3.5,0.57500005,0.05,0.075,-2909.005237878204
3.5,0.625,0.05,0.075,-3109.266111185263
3.5,0.67499995,0.05,0.075,-3321.9648444628406
3.5,0.725,0.05,0.075,-3546.113231318416
3.5,0.77500004,0.05,0.075,-3780.663580581222
3.5,0.825,0.05,0.075,-4024.514879156598
3.5,0.875,0.05,0.075,-4276.520203270361
3.5,0.92499995,0.05,0.075,-4535.495357767027
3.5,0.97499996,0.05,0.075,-4800.228621913442
3.5,0.025,0.05,0.125,-1739.3988402985174
3.5,0.075,0.05,0.125,-1757.9888148041791
3.5,0.125,0.05,0.125,-1795.0880180891022
3.5,0.17500001,0.05,0.125,-1850.535091335832
3.5,0.22500001,0.05,0.125,-1924.0883257951632
3.5,0.275,0.05,0.125,-2015.4260550300755
3.5,0.325,0.05,0.125,-2124.1471785484064
3.5,0.375,0.05,0.125,-2249.7718285997425
3.5,0.425,0.05,0.125,-2391.74220775012
3.5,0.47500002,0.05,0.125,-2549.423647430871
3.5,0.525,0.05,0.125,-2722.1059661642016
3.5,0.57500005,0.05,0.125,-2909.005237878204
3.5,0.625,0.05,0.125,-3109.266111185263
3.5,0.67499995,0.05,0.125,-3321.9648444628406
3.5,0.725,0.05,0.125,-3546.113231318416
3.5,0.77500004,0.05,0.125,-3780.663580581222
3.5,0.825,0.05,0.125,-4024.514879156598
3.5,0.875,0.05,0.125,-4276.520203270361
3.5,0.92499995,0.05,0.125,-4535.495357767027
3.5,0.97499996,0.05,0.125,-4800.228621913442
3.5,0.025,0.05,0.17500001,-1739.3988402985178
3.5,0.075,0.05,0.17500001,-1757.9888148041791
3.5,0.125,0.05,0.17500001,-1795.0880180891022
3.5,0.17500001,0.05,0.17500001,-1850.535091335832
3.5,0.22500001,0.05,0.17500001,-1924.0883257951632
3.5,0.275,0.05,0.17500001,-2015.4260550300755
3.5,0.325,0.05,0.17500001,-2124.147178548407
3.5,0.375,0.05,0.17500001,-2249.771828599742
3.5,0.425,0.05,0.17500001,-2391.7422077501205
3.5,0.47500002,0.05,0.17500001,-2549.423647430871
3.5,0.525,0.05,0.17500001,-2722.105966164202
3.5,0.57500005,0.05,0.17500001,-2909.005237878204
3.5,0.625,0.05,0.17500001,-3109.266111185263
3.5,0.67499995,0.05,0.17500001,-3321.9648444628406
3.5,0.725,0.05,0.17500001,-3546.113231318416
3.5,0.77500004,0.05,0.17500001,-3780.663580581222
3.5,0.825,0.05,0.17500001,-4024.514879156598
3.5,0.875,0.05,0.17500001,-4276.520203270361
3.5,0.92499995,0.05,0.17500001,-4535.495357767027
3.5,0.97499996,0.05,0.17500001,-4800.228621913442
3.5,0.025,0.05,0.225,-1739.3988402985178
3.5,0.075,0.05,0.225,-1757.9888148041791
3.5,0.125,0.05,0.225,-1795.0880180891022
3.5,0.17500001,0.05,0.225,-1850.535091335832
3.5,0.22500001,0.05,0.225,-1924.0883257951632
3.5,0.275,0.05,0.225,-2015.4260550300755
3.5,0.325,0.05,0.225,-2124.1471785484064
3.5,0.375,0.05,0.225,-2249.771828599742
3.5,0.425,0.05,0.225,-2391.74220775012
3.5,0.47500002,0.05,0.225,-2549.423647430871
3.5,0.525,0.05,0.225,-2722.1059661642016
3.5,0.57500005,0.05,0.225,-2909.005237878204
3.5,0.625,0.05,0.225,-3109.266111185263
3.5,0.67499995,0.05,0.225,-3321.96484446284
3.5,0.725,0.05,0.225,-3546.113231318416
3.5,0.77500004,0.05,0.225,-3780.663580581222
3.5,0.825,0.05,0.225,-4024.514879156598
3.5,0.875,0.05,0.225,-4276.520203270361
3.5,0.92499995,0.05,0.225,-4535.495357767027
3.5,0.97499996,0.05,0.225,-4800.228621913442
3.5,0.025,0.05,0.27499998,-1739.3988402985174
3.5,0.075,0.05,0.27499998,-1757.9888148041791
3.5,0.125,0.05,0.27499998,-1795.0880180891022
3.5,0.17500001,0.05,0.27499998,-1850.535091335832
3.5,0.22500001,0.05,0.27499998,-1924.0883257951632
3.5,0.275,0.05,0.27499998,-2015.4260550300755
3.5,0.325,0.05,0.27499998,-2124.1471785484064
3.5,0.375,0.05,0.27499998,-2249.7718285997425
3.5,0.425,0.05,0.27499998,-2391.74220775012
3.5,0.47500002,0.05,0.27499998,-2549.4236474308714
3.5,0.525,0.05,0.27499998,-2722.1059661642016
3.5,0.57500005,0.05,0.27499998,-2909.005237878204
3.5,0.625,0.05,0.27499998,-3109.266111185263
3.5,0.67499995,0.05,0.27499998,-3321.96484446284
3.5,0.725,0.05,0.27499998,-3546.113231318416
3.5,0.77500004,0.05,0.27499998,-3780.663580581222
3.5,0.825,0.05,0.27499998,-4024.514879156598
3.5,0.875,0.05,0.27499998,-4276.520203270361
3.5,0.92499995,0.05,0.27499998,-4535.495357767027
3.5,0.97499996,0.05,0.27499998,-4800.228621913442
3.5,0.025,0.05,0.325,-1739.3988402985174
3.5,0.075,0.05,0.325,-1757.9888148041791
3.5,0.125,0.05,0.325,-1795.0880180891022
3.5,0.17500001,0.05,0.325,-1850.535091335832
3.5,0.22500001,0.05,0.325,-1924.0883257951632
3.5,0.275,0.05,0.325,-2015.4260550300755
3.5,0.325,0.05,0.325,-2124.147178548407
3.5,0.375,0.05,0.325,-2249.771828599742
3.5,0.425,0.05,0.325,-2391.7422077501205
3.5,0.47500002,0.05,0.325,-2549.423647430871
3.5,0.525,0.05,0.325,-2722.1059661642016
3.5,0.57500005,0.05,0.325,-2909.005237878204
3.5,0.625,0.05,0.325,-3109.266111185263
3.5,0.67499995,0.05,0.325,-3321.9648444628406
3.5,0.725,0.05,0.325,-3546.113231318416
3.5,0.77500004,0.05,0.325,-3780.663580581222
3.5,0.825,0.05,0.325,-4024.514879156598
3.5,0.875,0.05,0.325,-4276.520203270361
3.5,0.92499995,0.05,0.325,-4535.495357767027
3.5,0.97499996,0.05,0.325,-4800.228621913442
3.5,0.025,0.05,0.37500003,-1739.3988402985174
3.5,0.075,0.05,0.37500003,-1757.9888148041796
3.5,0.125,0.05,0.37500003,-1795.0880180891022
3.5,0.17500001,0.05,0.37500003,-1850.535091335832
3.5,0.22500001,0.05,0.37500003,-1924.0883257951632
3.5,0.275,0.05,0.37500003,-2015.4260550300755
3.5,0.325,0.05,0.37500003,-2124.1471785484064
3.5,0.375,0.05,0.37500003,-2249.771828599742
3.5,0.425,0.05,0.37500003,-2391.7422077501205
3.5,0.47500002,0.05,0.37500003,-2549.423647430871
3.5,0.525,0.05,0.37500003,-2722.1059661642016
3.5,0.57500005,0.05,0.37500003,-2909.005237878204
3.5,0.625,0.05,0.37500003,-3109.266111185263
3.5,0.67499995,0.05,0.37500003,-3321.96484446284
3.5,0.725,0.05,0.37500003,-3546.113231318416
3.5,0.77500004,0.05,0.37500003,-3780.663580581222
3.5,0.825,0.05,0.37500003,-4024.514879156598
3.5,0.875,0.05,0.37500003,-4276.520203270361
3.5,0.92499995,0.05,0.37500003,-4535.495357767027
3.5,0.97499996,0.05,0.37500003,-4800.228621913442
3.5,0.025,0.05,0.425,-1739.3988402985178
3.5,0.075,0.05,0.425,-1757.9888148041791
3.5,0.125,0.05,0.425,-1795.0880180891027
3.5,0.17500001,0.05,0.425,-1850.535091335832
3.5,0.22500001,0.05,0.425,-1924.0883257951632
3.5,0.275,0.05,0.425,-2015.4260550300755
3.5,0.325,0.05,0.425,-2124.1471785484064
3.5,0.375,0.05,0.425,-2249.771828599742
3.5,0.425,0.05,0.425,-2391.7422077501205
3.5,0.47500002,0.05,0.425,-2549.4236474308714
3.5,0.525,0.05,0.425,-2722.1059661642016
3.5,0.57500005,0.05,0.425,-2909.005237878204
3.5,0.625,0.05,0.425,-3109.266111185263
3.5,0.67499995,0.05,0.425,-3321.96484446284
3.5,0.725,0.05,0.425,-3546.113231318416
3.5,0.77500004,0.05,0.425,-3780.663580581222
3.5,0.825,0.05,0.425,-4024.514879156598
3.5,0.875,0.05,0.425,-4276.520203270361
3.5,0.92499995,0.05,0.425,-4535.495357767027
3.5,0.97499996,0.05,0.425,-4800.228621913442
3.5,0.025,0.05,0.475,-1739.3988402985174
3.5,0.075,0.05,0.475,-1757.9888148041791
3.5,0.125,0.05,0.475,-1795.0880180891022
3.5,0.17500001,0.05,0.475,-1850.535091335832
3.5,0.22500001,0.05,0.475,-1924.0883257951632
3.5,0.275,0.05,0.475,-2015.426055030076
3.5,0.325,0.05,0.475,-2124.1471785484064
3.5,0.375,0.05,0.475,-2249.7718285997425
3.5,0.425,0.05,0.475,-2391.74220775012
3.5,0.47500002,0.05,0.475,-2549.423647430871
3.5,0.525,0.05,0.475,-2722.1059661642016
3.5,0.57500005,0.05,0.475,-2909.005237878204
3.5,0.625,0.05,0.475,-3109.266111185263
3.5,0.67499995,0.05,0.475,-3321.9648444628406
3.5,0.725,0.05,0.475,-3546.113231318416
3.5,0.77500004,0.05,0.475,-3780.663580581222
3.5,0.825,0.05,0.475,-4024.5148791565975
3.5,0.875,0.05,0.475,-4276.520203270361
3.5,0.92499995,0.05,0.475,-4535.495357767027
3.5,0.97499996,0.05,0.475,-4800.228621913442
3.5,0.025,0.05,0.525,-1739.3988402985178
3.5,0.075,0.05,0.525,-1757.9888148041791
3.5,0.125,0.05,0.525,-1795.0880180891022
3.5,0.17500001,0.05,0.525,-1850.535091335832
3.5,0.22500001,0.05,0.525,-1924.0883257951627
3.5,0.275,0.05,0.525,-2015.4260550300755
3.5,0.325,0.05,0.525,-2124.147178548407
3.5,0.375,0.05,0.525,-2249.771828599742
3.5,0.425,0.05,0.525,-2391.7422077501205
3.5,0.47500002,0.05,0.525,-2549.423647430871
3.5,0.525,0.05,0.525,-2722.1059661642016
3.5,0.57500005,0.05,0.525,-2909.005237878204
3.5,0.625,0.05,0.525,-3109.266111185263
3.5,0.67499995,0.05,0.525,-3321.96484446284
3.5,0.725,0.05,0.525,-3546.113231318416
3.5,0.77500004,0.05,0.525,-3780.663580581222
3.5,0.825,0.05,0.525,-4024.514879156598
3.5,0.875,0.05,0.525,-4276.520203270361
3.5,0.92499995,0.05,0.525,-4535.495357767027
3.5,0.97499996,0.05,0.525,-4800.228621913442
3.5,0.025,0.05,0.575,-1739.3988402985178
3.5,0.075,0.05,0.575,-1757.9888148041791
3.5,0.125,0.05,0.575,-1795.0880180891027
3.5,0.17500001,0.05,0.575,-1850.535091335832
3.5,0.22500001,0.05,0.575,-1924.0883257951632
3.5,0.275,0.05,0.575,-2015.4260550300755
3.5,0.325,0.05,0.575,-2124.1471785484064
3.5,0.375,0.05,0.575,-2249.7718285997425
3.5,0.425,0.05,0.575,-2391.7422077501205
3.5,0.47500002,0.05,0.575,-2549.423647430871
3.5,0.525,0.05,0.575,-2722.1059661642016
3.5,0.57500005,0.05,0.575,-2909.005237878204
3.5,0.625,0.05,0.575,-3109.266111185263
3.5,0.67499995,0.05,0.575,-3321.9648444628406
3.5,0.725,0.05,0.575,-3546.113231318416
3.5,0.77500004,0.05,0.575,-3780.663580581222
3.5,0.825,0.05,0.575,-4024.514879156598
3.5,0.875,0.05,0.575,-4276.520203270361
3.5,0.92499995,0.05,0.575,-4535.495357767027
3.5,0.97499996,0.05,0.575,-4800.228621913442
3.5,0.025,0.05,0.62500006,-1739.3988402985174
3.5,0.075,0.05,0.62500006,-1757.9888148041791
3.5,0.125,0.05,0.62500006,-1795.0880180891027
