-119.01128	39.79933
-119.01128	39.79934
-119.01128	39.79935
-119.01128	39.79936
-119.01129	39.79936
-119.01129	39.79937
-119.01129	39.79938
-119.01129	39.79939
-119.01129	39.79940
-119.01129	39.79941
-119.01129	39.79942
-119.01130	39.79943
-119.01130	39.79944
-119.01130	39.79944
-119.01130	39.79945
-119.01130	39.79946
-119.01130	39.79947
-119.01130	39.79948
-119.01131	39.79949
-119.01131	39.79950
-119.01131	39.79951
-119.01131	39.79952
-119.01131	39.79952
-119.01131	39.79953
-119.01132	39.79954
-119.01132	39.79955
-119.01132	39.79956
-119.01132	39.79957
-119.01132	39.79958
-119.01132	39.79959
-119.01132	39.79960
-119.01133	39.79960
-119.01133	39.79961
-119.01133	39.79962
-119.01133	39.79963
-119.01133	39.79964
-119.01133	39.79965
-119.01133	39.79966
-119.01134	39.79967
-119.01134	39.79968
-119.01134	39.79968
-119.01134	39.79969
-119.01134	39.79970
-119.01134	39.79971
-119.01133	39.79972
-119.01133	39.79972
-119.01132	39.79973
-119.01131	39.79974
-119.01131	39.79975
-119.01130	39.79975
-119.01129	39.79976
-119.01129	39.79977
-119.01128	39.79978
-119.01127	39.79978
-119.01127	39.79979
-119.01126	39.79980
-119.01125	39.79980
-119.01125	39.79981
-119.01124	39.79982
-119.01123	39.79983
-119.01123	39.79983
-119.01122	39.79984
-119.01121	39.79985
-119.01120	39.79986
-119.01120	39.79986
-119.01119	39.79987
-119.01118	39.79988
-119.01118	39.79988
-119.01117	39.79989
-119.01116	39.79990
-119.01116	39.79991
-119.01115	39.79991
-119.01114	39.79992
-119.01114	39.79993
-119.01113	39.79994
-119.01112	39.79994
-119.01112	39.79995
-119.01111	39.79996
-119.01110	39.79996
-119.01110	39.79997
-119.01109	39.79998
-119.01108	39.79999
-119.01107	39.80000
-119.01107	39.80000
-119.01106	39.80001
-119.01105	39.80002
-119.01104	39.80003
-119.01104	39.80003
-119.01103	39.80004
-119.01102	39.80005
-119.01102	39.80006
-119.01101	39.80006
-119.01100	39.80007
-119.01099	39.80008
-119.01099	39.80009
-119.01098	39.80009
-119.01097	39.80010
-119.01097	39.80011
-119.01096	39.80012
-119.01095	39.80012
-119.01094	39.80013
-119.01094	39.80014
-119.01093	39.80014
-119.01092	39.80015
-119.01091	39.80016
-119.01091	39.80017
-119.01090	39.80017
-119.01089	39.80018
-119.01089	39.80019
-119.01088	39.80020
-119.01087	39.80020
-119.01086	39.80021
-119.01086	39.80022
-119.01085	39.80023
-119.01084	39.80023
-119.01084	39.80024
-119.01083	39.80025
-119.01082	39.80026
-119.01081	39.80026
-119.01081	39.80027
-119.01080	39.80028
-119.01079	39.80029
-119.01079	39.80029
-119.01078	39.80030
-119.01077	39.80031
-119.01076	39.80031
-119.01076	39.80032
-119.01075	39.80033
-119.01074	39.80034
-119.01073	39.80034
-119.01073	39.80035
-119.01072	39.80036
-119.01071	39.80037
-119.01071	39.80037
-119.01070	39.80038
-119.01069	39.80039
-119.01068	39.80040
-119.01068	39.80040
-119.01067	39.80041
-119.01066	39.80042
-119.01066	39.80043
-119.01065	39.80043
-119.01064	39.80044
-119.01063	39.80045
-119.01063	39.80046
-119.01062	39.80046
-119.01061	39.80047
-119.01061	39.80048
-119.01060	39.80048
-119.01059	39.80049
-119.01058	39.80050
-119.01058	39.80050
-119.01058	39.80051
-119.01057	39.80051
-119.01057	39.80051
-119.01057	39.80052
-119.01056	39.80052
-119.01056	39.80052
-119.01056	39.80053
-119.01056	39.80053
-119.01055	39.80053
-119.01055	39.80054
-119.01055	39.80054
-119.01054	39.80054
-119.01053	39.80055
-119.01053	39.80056
-119.01052	39.80057
-119.01051	39.80057
-119.01051	39.80058
-119.01050	39.80059
-119.01049	39.80059
-119.01048	39.80060
-119.01048	39.80061
-119.01047	39.80062
-119.01046	39.80062
-119.01046	39.80063
-119.01045	39.80064
-119.01044	39.80064
-119.01044	39.80065
-119.01043	39.80066
-119.01042	39.80067
-119.01041	39.80067
-119.01041	39.80068
-119.01040	39.80069
-119.01039	39.80070
-119.01039	39.80070
-119.01038	39.80071
-119.01037	39.80072
-119.01037	39.80072
-119.01036	39.80073
-119.01035	39.80074
-119.01034	39.80075
-119.01034	39.80075
-119.01033	39.80075
-119.01032	39.80075
-119.01031	39.80074
-119.01030	39.80074
-119.01029	39.80073
-119.01028	39.80073
-119.01027	39.80072
-119.01026	39.80072
-119.01025	39.80071
-119.01024	39.80071
-119.01023	39.80070
-119.01022	39.80070
-119.01021	39.80069
-119.01020	39.80069
-119.01019	39.80068
-119.01018	39.80068
-119.01017	39.80067
-119.01016	39.80067
-119.01015	39.80066
-119.01014	39.80066
-119.01013	39.80065
-119.01013	39.80065
-119.01012	39.80064
-119.01011	39.80063
-119.01010	39.80063
-119.01009	39.80062
-119.01008	39.80062
-119.01007	39.80061
-119.01006	39.80061
-119.01005	39.80060
-119.01004	39.80060
-119.01003	39.80059
-119.01002	39.80059
-119.01001	39.80058
-119.01000	39.80058
-119.00999	39.80057
-119.00998	39.80057
-119.00997	39.80056
-119.00996	39.80056
-119.00995	39.80055
-119.00994	39.80055
-119.00993	39.80054
-119.00992	39.80054
-119.00991	39.80053
-119.00990	39.80053
-119.00989	39.80052
-119.00988	39.80052
-119.00987	39.80051
-119.00986	39.80051
-119.00985	39.80050
