    -119.01	     39.798	
    -119.01	     39.798	
    -119.01	     39.799	
    -119.01	     39.799	
    -119.01	     39.799	
    -119.01	     39.799	
    -119.01	       39.8	
    -119.01	       39.8	
    -119.01	       39.8	
    -119.01	       39.8	
    -119.01	       39.8	
    -119.01	       39.8	
    -119.01	     39.801	
    -119.01	       39.8	
    -119.01	     39.801	
    -119.01	     39.801	
    -119.01	     39.801	
    -119.01	     39.802	
       -119	     39.803	
    -119.01	     39.786	
    -119.01	     39.786	
    -119.01	     39.786	
    -119.01	     39.786	
    -119.01	     39.786	
    -119.01	     39.785	
    -119.01	     39.789	
    -119.01	     39.789	
    -119.01	     39.791	
    -119.01	     39.791	
    -119.01	     39.792	
    -119.01	     39.794	
    -119.01	     39.794	
    -119.01	     39.794	
    -119.01	     39.794	
    -119.01	     39.794	
    -119.01	     39.794	
    -119.01	     39.794	
    -119.01	     39.796	
    -119.01	     39.796	
    -119.01	     39.797	
    -119.01	     39.797	
    -119.01	     39.797	
    -119.01	     39.797	
    -119.01	     39.798	
    -119.01	     39.798	
    -119.01	     39.798	
    -119.01	     39.795	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.788	
    -119.01	     39.787	
    -119.01	     39.787	
    -119.01	     39.786	
    -119.01	     39.786	
    -119.01	     39.787	
    -119.01	     39.786	
    -119.01	     39.786	
    -119.01	     39.786	
    -119.01	     39.784	
    -121.49	          0	
